Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
1439,Lázaro,br BRA,"FW,MF",Almería,es La Liga,21,2002,14,2,285,3.2,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.4,5,6,34,0.00,0.00,0.00,0.00,0.00,0.28,0.17,0.45,0.28,0.45
1440,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,27,1996,35,21,1994,22.2,0,4,4,0,0,0,3,0,1.7,1.7,2.9,4.7,53,94,106,0.00,0.18,0.18,0.00,0.18,0.08,0.13,0.21,0.08,0.21
1441,Darko Lazović,rs SRB,"FW,MF",Hellas Verona,it Serie A,32,1990,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,2.0,4.4,6.4,43,66,139,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.30
1442,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,29,1993,24,19,1671,18.6,0,2,2,0,0,0,4,1,1.0,1.0,1.3,2.3,73,62,104,0.00,0.11,0.11,0.00,0.11,0.06,0.07,0.13,0.06,0.13
1443,Théo Le Bris,fr FRA,"DF,MF",Lorient,fr Ligue 1,20,2002,26,15,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56,58,117,0.00,0.12,0.12,0.00,0.12,0.07,0.10,0.17,0.07,0.17
1444,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,25,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3,24,4,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08
1445,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,25,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1446,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,25,1998,33,19,1618,18.0,4,0,4,4,0,0,3,0,6.2,6.2,1.0,7.2,48,21,130,0.22,0.00,0.22,0.22,0.22,0.34,0.06,0.40,0.34,0.40
1447,Enzo Le Fée,fr FRA,MF,Rennes,fr Ligue 1,23,2000,25,19,1527,17.0,0,1,1,0,0,0,3,0,0.5,0.5,1.8,2.3,45,124,58,0.00,0.06,0.06,0.00,0.06,0.03,0.11,0.14,0.03,0.14
1448,Vincent Le Goff,fr FRA,"DF,MF",Lorient,fr Ligue 1,33,1989,9,8,541,6.0,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.0,9,22,51,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17
1449,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,26,1996,29,28,2469,27.4,2,0,2,2,0,0,13,0,1.0,1.0,0.1,1.2,21,106,1,0.07,0.00,0.07,0.07,0.07,0.04,0.00,0.04,0.04,0.04
1450,Nicola Leali,it ITA,GK,Genoa,it Serie A,30,1993,3,2,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1451,Rafael Leão,pt POR,FW,Milan,it Serie A,24,1999,34,29,2512,27.9,9,9,18,9,0,0,5,0,10.0,10.0,9.1,19.1,160,117,293,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68
1452,Adrien Lebeau,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1999,7,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1,0,5,0.00,1.67,1.67,0.00,1.67,0.10,0.77,0.87,0.10,0.87
1453,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,37,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1454,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,32,1991,30,30,2700,30.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02
1455,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30,1993,34,34,3048,33.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1456,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,30,1993,29,29,2517,28.0,4,0,4,4,0,0,12,1,2.4,2.4,2.4,4.8,51,193,43,0.14,0.00,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17
1457,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,24,1999,32,31,2702,30.0,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,14,121,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
1458,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,25,1998,7,4,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1459,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,32,1991,37,37,3327,37.0,3,1,4,3,0,0,5,0,3.3,3.3,0.7,4.0,15,114,4,0.08,0.03,0.11,0.08,0.11,0.09,0.02,0.11,0.09,0.11
1460,Stefan Lekovic,rs SRB,DF,Villarreal,es La Liga,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1461,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,30,1993,27,22,2002,22.2,0,2,2,0,0,0,4,0,0.2,0.2,1.1,1.2,44,119,35,0.00,0.09,0.09,0.00,0.09,0.01,0.05,0.06,0.01,0.06
1462,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,27,1995,3,3,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,13,9,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10
1463,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,29,1993,35,34,2968,33.0,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32,76,49,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19
1464,Álvaro Lemos,es ESP,DF,Las Palmas,es La Liga,30,1993,4,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,17,8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
1465,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,20,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1466,Clément Lenglet,fr FRA,DF,Aston Villa,eng Premier League,28,1995,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26,51,1,0.00,0.08,0.08,0.00,0.08,0.07,0.06,0.13,0.07,0.13
1467,Bernd Leno,de GER,GK,Fulham,eng Premier League,31,1992,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1468,Christopher Lenz,de GER,"DF,MF",RB Leipzig,de Bundesliga,28,1994,5,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22
1469,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,28,1994,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1470,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,20,2002,6,2,253,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,24,6,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
1471,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,28,1994,28,27,2400,26.7,1,1,2,1,0,0,8,0,2.7,2.7,2.2,4.8,14,106,51,0.04,0.04,0.07,0.04,0.07,0.10,0.08,0.18,0.10,0.18
1472,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,23,2000,21,3,499,5.5,0,1,1,0,0,0,4,0,0.8,0.8,0.7,1.5,8,21,9,0.00,0.18,0.18,0.00,0.18,0.15,0.13,0.28,0.15,0.28
1473,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,34,1988,35,32,2750,30.6,19,8,27,15,4,4,5,0,18.1,15.0,4.9,19.9,43,64,168,0.62,0.26,0.88,0.49,0.75,0.59,0.16,0.75,0.49,0.65
1474,Jamie Leweling,de GER,"FW,MF",Stuttgart,de Bundesliga,22,2001,34,17,1523,16.9,4,4,8,4,0,0,3,0,6.1,6.1,3.2,9.3,65,35,172,0.24,0.24,0.47,0.24,0.47,0.36,0.19,0.55,0.36,0.55
1475,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,18,2004,16,8,809,9.0,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,21,33,46,0.22,0.00,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19
1476,Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,eng Premier League,22,2001,30,15,1441,16.0,3,1,4,3,0,0,0,0,6.3,6.3,1.7,8.0,56,32,135,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.50,0.39,0.50
1477,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,27,1996,15,14,1265,14.1,1,0,1,1,0,0,3,0,1.1,1.1,1.1,2.2,14,53,3,0.07,0.00,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16
1478,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,23,1999,22,16,1390,15.4,2,0,2,2,0,0,5,0,1.7,1.7,0.1,1.9,16,98,6,0.13,0.00,0.13,0.13,0.13,0.11,0.01,0.12,0.11,0.12
1479,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,29,1994,19,14,1328,14.8,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,17,40,17,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.07,0.05,0.07
1480,Jesper Lindstrøm,dk DEN,"FW,MF",Napoli,it Serie A,23,2000,22,2,430,4.8,0,0,0,0,0,0,2,0,0.7,0.7,1.0,1.7,16,16,34,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.36,0.14,0.36
1481,Jesper Lindstrøm,dk DEN,FW,Eint Frankfurt,de Bundesliga,23,2000,1,1,83,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,9,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
1482,Karol Linetty,pl POL,MF,Torino,it Serie A,28,1995,28,19,1858,20.6,0,0,0,0,0,0,12,0,0.5,0.5,0.8,1.4,31,87,25,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.07,0.02,0.07
1483,Samuel Lino,br BRA,"DF,MF",Atlético Madrid,es La Liga,23,1999,34,25,2080,23.1,4,5,9,4,0,0,1,0,5.6,5.6,4.7,10.3,131,84,215,0.17,0.22,0.39,0.17,0.39,0.24,0.21,0.45,0.24,0.45
1484,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,18,2005,8,5,384,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,20,3,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
1485,Pol Lirola,es ESP,DF,Frosinone,it Serie A,25,1997,25,18,1536,17.1,2,1,3,2,0,0,1,0,1.3,1.3,1.1,2.4,30,65,59,0.12,0.06,0.18,0.12,0.18,0.08,0.06,0.14,0.08,0.14
1486,Marcin Listkowski,pl POL,FW,Lecce,it Serie A,25,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.47,0.47,0.47
1487,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,20,2002,26,12,1314,14.6,1,0,1,1,0,0,1,0,0.4,0.4,0.8,1.2,44,61,76,0.07,0.00,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08
1488,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,25,1997,26,24,2048,22.8,0,2,2,0,0,0,6,0,1.9,1.9,3.0,4.9,41,84,73,0.00,0.09,0.09,0.00,0.09,0.08,0.13,0.22,0.08,0.22
1489,Javier Llabrés,es ESP,"MF,FW",Mallorca,es La Liga,20,2002,16,1,247,2.7,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,9,5,30,0.36,0.00,0.36,0.36,0.36,0.25,0.11,0.37,0.25,0.37
1490,Diego Llorente,es ESP,DF,Roma,it Serie A,29,1993,29,27,2170,24.1,1,1,2,1,0,0,5,0,0.3,0.3,0.6,0.9,20,75,5,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04
1491,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,28,1995,37,29,2565,28.5,6,4,10,6,0,0,5,0,4.1,4.1,5.6,9.7,71,106,179,0.21,0.14,0.35,0.21,0.35,0.14,0.20,0.34,0.14,0.34
1492,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,28,1995,31,31,2778,30.9,2,0,2,2,0,0,2,0,2.1,2.1,0.2,2.3,13,105,5,0.06,0.00,0.06,0.06,0.06,0.07,0.01,0.07,0.07,0.07
1493,Abou Lô,sn SEN,"MF,DF",Metz,fr Ligue 1,23,2000,6,2,197,2.2,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.5,0,4,2,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22
1494,Giovani Lo Celso,ar ARG,MF,Tottenham,eng Premier League,27,1996,22,4,506,5.6,2,2,4,2,0,0,2,0,0.6,0.6,1.9,2.5,25,68,29,0.36,0.36,0.71,0.36,0.71,0.10,0.34,0.45,0.10,0.45
1495,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,28,1994,38,38,3282,36.5,0,1,1,0,0,0,4,0,0.6,0.6,1.3,1.9,29,188,34,0.00,0.03,0.03,0.00,0.03,0.02,0.04,0.05,0.02,0.05
1496,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,25,1998,36,34,3008,33.4,1,4,5,1,0,0,6,0,1.3,1.3,1.4,2.7,21,232,26,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.04,0.08
1497,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,21,2002,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.3,0.3,1.6,1.9,83,129,162,0.00,0.09,0.09,0.00,0.09,0.01,0.05,0.06,0.01,0.06
1498,Tom Lockyer,wls WAL,DF,Luton Town,eng Premier League,28,1994,14,14,1169,13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13
1499,Renan Lodi,br BRA,DF,Marseille,fr Ligue 1,25,1998,14,14,1235,13.7,0,0,0,0,0,0,6,0,0.3,0.3,1.3,1.6,25,51,77,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12
1500,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,27,1996,29,26,2068,23.0,6,1,7,6,0,0,5,0,3.7,3.7,2.4,6.1,73,74,113,0.26,0.04,0.30,0.26,0.30,0.16,0.10,0.26,0.16,0.26
1501,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,19,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,1,2,7,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.16,0.12,0.16
1502,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,22,2000,34,19,1790,19.9,0,1,1,0,0,0,2,0,0.5,0.5,1.3,1.9,27,97,72,0.00,0.05,0.05,0.00,0.05,0.03,0.07,0.09,0.03,0.09
1503,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,25,1997,35,30,2747,30.5,6,2,8,6,0,0,7,0,6.6,6.6,2.3,8.8,24,145,116,0.20,0.07,0.26,0.20,0.26,0.22,0.07,0.29,0.22,0.29
1504,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,25,1997,31,22,1894,21.0,11,7,18,11,0,0,4,0,9.1,9.1,5.2,14.3,72,97,222,0.52,0.33,0.86,0.52,0.86,0.43,0.25,0.68,0.43,0.68
1505,Noah Loosli,ch SUI,DF,Bochum,de Bundesliga,26,1997,10,2,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1506,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,32,1990,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1507,David López,es ESP,DF,Girona,es La Liga,33,1989,25,25,1965,21.8,3,0,3,3,0,0,4,0,2.1,1.9,0.2,2.1,15,54,1,0.14,0.00,0.14,0.14,0.14,0.10,0.01,0.11,0.09,0.10
1508,Diego López,es ESP,"MF,FW",Valencia,es La Liga,21,2002,36,30,2656,29.5,3,6,9,3,0,0,2,0,3.7,3.7,5.4,9.1,75,73,180,0.10,0.20,0.30,0.10,0.30,0.12,0.18,0.31,0.12,0.31
1509,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,20,2003,31,14,1446,16.1,8,0,8,8,0,0,2,0,7.5,7.5,1.1,8.6,42,76,93,0.50,0.00,0.50,0.50,0.50,0.47,0.07,0.54,0.47,0.54
1510,Javi López,es ESP,DF,Alavés,es La Liga,21,2002,32,25,2386,26.5,1,3,4,1,0,0,3,0,0.9,0.9,3.0,4.0,53,92,120,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15
1511,Maxime Lopez,fr FRA,MF,Fiorentina,it Serie A,25,1997,19,7,800,8.9,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,14,48,11,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
1512,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,25,1997,2,2,140,1.6,0,0,0,0,0,0,0,1,0.0,0.0,0.2,0.2,2,18,4,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
1513,Pau López,es ESP,GK,Marseille,fr Ligue 1,28,1994,33,33,2939,32.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1514,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,27,1995,35,28,2108,23.4,1,2,3,1,0,0,8,0,1.1,1.1,2.5,3.7,32,116,59,0.04,0.09,0.13,0.04,0.13,0.05,0.11,0.16,0.05,0.16
1515,Dion Lopy,sn SEN,MF,Almería,es La Liga,21,2002,30,23,1916,21.3,0,0,0,0,0,0,5,0,1.3,1.3,1.2,2.4,23,90,19,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11
1516,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,37,1986,31,31,2576,28.6,1,2,3,1,0,0,10,0,2.3,2.3,1.5,3.7,11,100,42,0.03,0.07,0.10,0.03,0.10,0.08,0.05,0.13,0.08,0.13
1517,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,24,1998,28,21,1804,20.0,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2.0,36,52,40,0.05,0.00,0.05,0.05,0.05,0.04,0.05,0.10,0.04,0.10
1518,Tom Louchet,fr FRA,"MF,DF",Nice,fr Ligue 1,20,2003,13,3,409,4.5,1,1,2,1,0,0,1,0,1.0,1.0,0.7,1.7,6,18,40,0.22,0.22,0.44,0.22,0.44,0.23,0.16,0.38,0.23,0.38
1519,Imran Louza,ma MAR,MF,Lorient,fr Ligue 1,24,1999,14,10,863,9.6,1,3,4,1,0,0,1,0,1.1,1.1,2.5,3.6,19,83,36,0.10,0.31,0.42,0.10,0.42,0.11,0.27,0.37,0.11,0.37
1520,Matteo Lovato,it ITA,DF,Torino,it Serie A,23,2000,13,6,544,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
1521,Matteo Lovato,it ITA,DF,Salernitana,it Serie A,23,2000,13,11,947,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,1,29,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
1522,Dejan Lovren,hr CRO,DF,Lyon,fr Ligue 1,34,1989,10,8,718,8.0,0,0,0,0,0,0,2,1,0.4,0.4,0.0,0.5,5,20,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
1523,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,25,1998,29,21,1987,22.1,1,3,4,1,0,0,1,1,3.5,3.5,3.3,6.8,52,80,80,0.05,0.14,0.18,0.05,0.18,0.16,0.15,0.31,0.16,0.31
1524,Max Lowe,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,26,1997,10,4,503,5.6,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,5,12,11,0.00,0.00,0.00,0.00,0.00,0.10,0.13,0.23,0.10,0.23
1525,Anthony Lozano,hn HON,"MF,FW",Getafe,es La Liga,30,1993,6,0,92,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,0,1,6,0.00,0.00,0.00,0.00,0.00,0.18,0.25,0.43,0.18,0.43
1526,Anthony Lozano,hn HON,FW,Almería,es La Liga,30,1993,13,10,772,8.6,3,0,3,3,0,0,1,0,3.3,3.3,0.7,4.0,12,16,24,0.35,0.00,0.35,0.35,0.35,0.38,0.08,0.46,0.38,0.46
1527,Lucas,br BRA,DF,Cádiz,es La Liga,22,2001,28,15,1539,17.1,1,0,1,1,0,0,6,0,0.8,0.8,1.9,2.7,30,47,65,0.06,0.00,0.06,0.06,0.06,0.05,0.11,0.16,0.05,0.16
1528,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,22,2000,37,30,2592,28.8,8,4,12,8,0,0,6,0,7.8,7.8,1.6,9.4,10,18,118,0.28,0.14,0.42,0.28,0.42,0.27,0.06,0.33,0.27,0.33
1529,Jhon Lucumí,co COL,DF,Bologna,it Serie A,25,1998,29,23,2217,24.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.1,28,93,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
1530,José Luis Gayà,es ESP,DF,Valencia,es La Liga,28,1995,24,22,1791,19.9,1,2,3,1,0,0,2,0,0.5,0.5,2.6,3.1,41,72,97,0.05,0.10,0.15,0.05,0.15,0.02,0.13,0.15,0.02,0.15
1531,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,36,1987,29,8,1048,11.6,7,0,7,7,0,0,0,0,5.6,5.6,0.6,6.1,29,17,79,0.60,0.00,0.60,0.60,0.60,0.48,0.05,0.52,0.48,0.52
1532,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,33,1990,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1533,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,25,1998,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.30,0.21,0.16,0.37,0.11,0.28
1534,Romelu Lukaku,be BEL,FW,Roma,it Serie A,30,1993,32,30,2641,29.3,13,3,16,13,0,1,5,1,9.8,9.0,2.4,11.4,37,37,234,0.44,0.10,0.55,0.44,0.55,0.33,0.08,0.42,0.31,0.39
1535,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,20,2002,32,24,2191,24.3,1,0,1,1,0,0,3,0,0.8,0.8,0.1,0.9,23,107,9,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04
1536,Dodi Lukebakio,be BEL,"FW,MF",Sevilla,es La Liga,25,1997,23,12,1125,12.5,5,1,6,5,0,0,0,0,5.6,5.6,0.7,6.2,48,26,116,0.40,0.08,0.48,0.40,0.48,0.45,0.05,0.50,0.45,0.50
1537,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,26,1996,24,13,1122,12.5,1,0,1,1,0,0,3,0,1.6,1.6,0.8,2.4,12,43,27,0.08,0.00,0.08,0.08,0.08,0.13,0.06,0.19,0.13,0.19
1538,Karlo Lulić,hr CRO,MF,Frosinone,it Serie A,27,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1539,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24,1999,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1540,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,26,1996,38,38,3406,37.8,1,1,2,1,0,0,4,0,1.7,1.7,1.0,2.7,13,100,13,0.03,0.03,0.05,0.03,0.05,0.04,0.03,0.07,0.04,0.07
1541,Mateus Lusuardi,br BRA,DF,Frosinone,it Serie A,19,2004,4,3,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,12,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
1542,Andreas Luthe,de GER,GK,Bochum,de Bundesliga,36,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1543,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,21,2002,30,19,1946,21.6,4,5,9,4,0,0,5,0,4.0,4.0,3.1,7.1,85,21,181,0.18,0.23,0.42,0.18,0.42,0.18,0.14,0.33,0.18,0.33
1544,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,29,1993,22,10,904,10.0,2,1,3,2,0,0,2,0,1.3,1.3,1.6,2.9,36,35,41,0.20,0.10,0.30,0.20,0.30,0.13,0.16,0.29,0.13,0.29
1545,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,24,1999,32,20,1797,20.0,0,3,3,0,0,0,6,0,0.4,0.4,1.8,2.2,10,66,28,0.00,0.15,0.15,0.00,0.15,0.02,0.09,0.11,0.02,0.11
